 -0.137774 2.59882 6.77283 1.63842 1.86499 6.16261 6.77283 6.16261
 1.14164 1.92401 5.00514 -11.3042 38.5419 1613.26 5.00514 1613.26
 1.14164 1.92401 5.00514 -9.01341 37.8322 1512.51 5.00514 1512.51
 1.14164 1.92401 5.00514 -6.25567 19.9991 439.098 5.00514 439.098
 1.14164 1.92401 5.00514 -4.25321 8.60329 92.1064 5.00514 92.1064
 1.14164 1.92401 5.00514 -3.38655 4.32119 30.1414 5.00514 30.1414
 1.14164 1.92401 5.00514 -2.4135 2.52433 12.1973 5.00514 12.1973
 1.14164 1.92401 5.00514 -0.704096 1.17168 1.86858 5.00514 1.86858
 -0.863807 1.21573 2.22417 0.911701 1.03167 1.89554 2.22417 1.89554
 0.641991 1.08808 1.59606 -0.0444981 0.941457 0.888321 1.59606 0.888321
 -0.258758 1.01349 1.09412 0.31442 0.908829 0.92483 1.09412 0.92483
 0.126908 0.974567 0.965886 0.0981825 0.871652 0.769417 0.965886 0.769417
 -0.0827775 0.939851 0.890172 0.193175 0.841027 0.744644 0.890172 0.744644
 0.0251928 0.906469 0.822321 0.109365 0.803998 0.658374 0.822321 0.658374
 -0.050147 0.867695 0.75541 0.141882 0.770227 0.61338 0.75541 0.61338
 -0.00678418 0.829743 0.688519 0.104731 0.733512 0.549008 0.688519 0.549008
 -0.0357833 0.788555 0.623099 0.122274 0.699223 0.503864 0.623099 0.503864
 -0.00927366 0.748825 0.560824 0.105039 0.664409 0.452473 0.560824 0.452473
 -0.0193131 0.708906 0.50292 0.116558 0.631682 0.412608 0.50292 0.412608
 -0.000821799 0.671347 0.450708 0.10553 0.597412 0.368038 0.450708 0.368038
 -0.00530649 0.633042 0.400771 0.115115 0.566678 0.334375 0.400771 0.334375
 0.00955922 0.599431 0.359409 0.1032 0.540042 0.302295 0.359409 0.302295
 0.00215463 0.571061 0.326116 0.114694 0.516933 0.280374 0.326116 0.280374
 0.0162863 0.547184 0.299676 0.100937 0.498187 0.258379 0.299676 0.258379
 0.00550339 0.527823 0.278627 0.116154 0.481206 0.245051 0.278627 0.245051
 0.0215957 0.51112 0.26171 0.0986304 0.46841 0.229136 0.26171 0.229136
 0.00649782 0.497866 0.247913 0.118958 0.455317 0.221464 0.247913 0.221464
 0.0267077 0.485563 0.236485 0.0955437 0.446779 0.20874 0.236485 0.20874
 0.00579579 0.476278 0.226875 0.122751 0.435844 0.205028 0.226875 0.205028
 0.0321896 0.466523 0.21868 0.0911611 0.430571 0.193702 0.21868 0.193702
 0.00349655 0.459992 0.211605 0.127635 0.420548 0.193151 0.211605 0.193151
 0.0384714 0.451614 0.205435 0.0808064 0.417928 0.181193 0.205435 0.181193
 -0.00450083 0.446839 0.199685 0.144856 0.405992 0.185813 0.199685 0.185813
 0.0563417 0.437919 0.194948 0.056015 0.409191 0.170575 0.194948 0.170575
 -0.0261292 0.436664 0.191358 0.177985 0.39257 0.185789 0.191358 0.185789
 0.0890388 0.426062 0.189457 0.00906904 0.405828 0.164779 0.189457 0.164779
 0.0890388 0.426062 0.189457 0.0909936 0.397972 0.166662 0.189457 0.166662
 0.00770113 0.42716 0.182525 0.108913 0.393936 0.167048 0.182525 0.167048
 0.0250336 0.423954 0.180364 0.105931 0.392106 0.164968 0.180364 0.164968
 0.0226265 0.421905 0.178516 0.106094 0.390019 0.163371 0.178516 0.163371
 0.0231446 0.419771 0.176744 0.105816 0.388046 0.161777 0.176744 0.161777
 0.0232367 0.417727 0.175036 0.105587 0.386132 0.160247 0.175036 0.160247
 0.0233684 0.415743 0.173388 0.105344 0.384279 0.158768 0.173388 0.158768
 0.0234814 0.413816 0.171795 0.105096 0.382482 0.157338 0.171795 0.157338
 0.0235841 0.411944 0.170254 0.104842 0.380737 0.155952 0.170254 0.155952
 0.0236761 0.410122 0.16876 0.104583 0.37904 0.154609 0.16876 0.154609
 0.023758 0.408347 0.167311 0.10432 0.377388 0.153304 0.167311 0.153304
 0.0238303 0.406616 0.165904 0.104052 0.375778 0.152036 0.165904 0.152036
 0.0238935 0.404926 0.164536 0.103752 0.374051 0.150679 0.164536 0.150679
 0.0239537 0.40311 0.163071 0.103448 0.372367 0.149359 0.163071 0.149359
 0.0240037 0.401337 0.161647 0.10314 0.370725 0.148075 0.161647 0.148075
 0.0240443 0.399604 0.160261 0.102828 0.369121 0.146824 0.160261 0.146824
 0.024076 0.39791 0.158912 0.102513 0.367553 0.145604 0.158912 0.145604
 0.0240993 0.396252 0.157596 0.102194 0.366018 0.144413 0.157596 0.144413
 0.0241146 0.394627 0.156312 0.101873 0.364515 0.143249 0.156312 0.143249
 0.0241223 0.393035 0.155058 0.101549 0.363041 0.142111 0.155058 0.142111
 0.024123 0.391472 0.153832 0.101224 0.361595 0.140997 0.153832 0.140997
 0.0241171 0.389937 0.152633 0.100896 0.360175 0.139906 0.152633 0.139906
 0.0241048 0.388429 0.151458 0.100567 0.358779 0.138836 0.151458 0.138836
 0.0240866 0.386946 0.150308 0.100236 0.357406 0.137786 0.150308 0.137786
 0.0240629 0.385487 0.149179 0.0998717 0.35592 0.136653 0.149179 0.136653
 0.0240312 0.383907 0.147962 0.0995052 0.354457 0.135541 0.147962 0.135541
 0.0239933 0.382352 0.146768 0.0991378 0.353017 0.134449 0.146768 0.134449
 0.0239499 0.38082 0.145598 0.0987698 0.351599 0.133377 0.145598 0.133377
 0.0239012 0.379312 0.144449 0.0984013 0.350202 0.132324 0.144449 0.132324
 0.0238477 0.377826 0.143321 0.0980326 0.348824 0.131288 0.143321 0.131288
 0.0237897 0.37636 0.142213 0.0976638 0.347464 0.130269 0.142213 0.130269
 0.0237276 0.374914 0.141124 0.0972952 0.346122 0.129267 0.141124 0.129267
 0.0236615 0.373487 0.140053 0.0969269 0.344796 0.128279 0.140053 0.128279
 0.0235919 0.372078 0.138999 0.0965591 0.343485 0.127306 0.138999 0.127306
 0.0235189 0.370686 0.137961 0.0961919 0.34219 0.126347 0.137961 0.126347
 0.0234428 0.36931 0.136939 0.0958255 0.340908 0.125401 0.136939 0.125401
 0.0233639 0.367949 0.135932 0.0954236 0.339513 0.124375 0.135932 0.124375
 0.0232745 0.366469 0.134841 0.0950221 0.338132 0.123363 0.134841 0.123363
 0.0231815 0.365005 0.133766 0.0946221 0.336766 0.122365 0.133766 0.122365
 0.0230862 0.363556 0.132706 0.0942234 0.335413 0.12138 0.132706 0.12138
 0.0229882 0.362124 0.131662 0.0938263 0.334074 0.120409 0.131662 0.120409
 0.0228882 0.360706 0.130633 0.0934309 0.332747 0.11945 0.130633 0.11945
 0.0227861 0.359303 0.129618 0.0930373 0.331432 0.118503 0.129618 0.118503
 0.0226823 0.357913 0.128616 0.0926455 0.330128 0.117568 0.128616 0.117568
 0.0225768 0.356536 0.127628 0.0922556 0.328835 0.116644 0.127628 0.116644
 0.02247 0.355172 0.126652 0.0918678 0.327553 0.115731 0.126652 0.115731
 0.0223618 0.353821 0.125689 0.091482 0.32628 0.114828 0.125689 0.114828
