 0.912107 0 0
 -0.195959 -0.112451 -0.112451
 0.695242 0.761597 0.649146
 -0.99292 -1.72149 -1.07235
 -0.944456 0.0825767 -0.989772
 -0.863582 0.0516798 -0.938092
 -0.321207 0.610559 -0.327533
 0.305277 0.388206 0.0606732
 0.840327 0.632411 0.693084
 -0.532273 -1.57712 -0.884041
 -0.538987 0.234212 -0.649829
 -0.865658 -0.470951 -1.12078
 0.314127 1.25912 0.138337
 -0.302164 -0.603445 -0.465108
 -0.78985 -0.526923 -0.992031
 -0.615101 0.0704182 -0.921613
 0.61919 1.19209 0.270474
 0.960326 0.353099 0.623573
 0.847041 0.022451 0.646024
 0.330973 -0.542315 0.103709
 -0.175268 -0.447615 -0.343906
 0.372478 0.768653 0.424747
 0.043733 -0.305139 0.119608
 0.882565 0.792567 0.912176
 0.420698 -0.511659 0.400517
 -0.194617 -0.552497 -0.15198
 0.164892 0.444734 0.292753
 -0.986694 -1.22459 -0.931835
 -0.7163 0.341142 -0.590693
 -0.764641 -0.178706 -0.7694
 0.461959 1.31766 0.548261
 0.427107 -0.271774 0.276488
 -0.0715659 -0.532683 -0.256195
 -0.75927 -0.686535 -0.94273
 0.834162 1.73812 0.795386
 -0.475326 -1.41684 -0.621454
 -0.143651 0.444772 -0.176681
 0.204749 0.225142 0.0484611
 0.468429 0.318459 0.36692
 0.73455 0.382449 0.749368
 0.814814 -0.0533146 0.696054
 0.788751 0.0346081 0.730662
 0.670827 -0.00983879 0.720823
 -0.731742 -1.26782 -0.546998
 0.778619 1.58126 1.03426
 -0.763115 -1.69748 -0.663223
 -0.798395 0.179227 -0.483997
 -0.634266 -0.00127982 -0.485276
 -0.532884 0.146523 -0.338753
 0.0761437 0.356977 0.0182237
 0.426984 0.279742 0.297966
 -0.910215 -1.38493 -1.08697
 0.208472 1.24718 0.160213
 -0.228004 -0.585834 -0.425621
 0.599231 0.888994 0.463372
 -0.265297 -0.844601 -0.381228
 -0.0356151 0.273705 -0.107523
 -0.094882 -0.179238 -0.286761
 0.579272 0.889392 0.602631
 0.91052 0.283298 0.885929
 0.327555 -0.677284 0.208645
 -0.570971 -0.717521 -0.508876
 -0.688101 -0.200467 -0.709343
 -0.634388 0.229096 -0.480247
 -0.696158 -0.116227 -0.596474
 0.572985 1.15383 0.557359
 0.36845 -0.321427 0.235931
 0.609851 0.317526 0.553457
 0.692801 0.0143642 0.567821
 -0.048677 -0.658057 -0.0902358
 0.867672 1.01876 0.92852
 -0.598743 -1.5631 -0.634579
 0.87756 1.77911 1.14453
 -0.557237 -1.66477 -0.520242
 -0.911802 -0.186943 -0.707184
 0.158361 0.942996 0.235812
 -0.162084 -0.389932 -0.15412
 0.401715 0.665387 0.511267
 0.0855434 -0.540044 -0.0287774
 -0.639332 -0.578596 -0.607374
 0.198706 0.901447 0.294073
 -0.236427 -0.589494 -0.295421
 -0.375713 -0.141578 -0.436999
 -0.999634 -0.603936 -1.04093
 -0.874935 0.173312 -0.867623
 -0.392071 0.26689 -0.600732
 -0.259804 0.127621 -0.473111
 -0.853145 -0.65136 -1.12447
 0.878719 1.69266 0.568186
 0.740654 -0.0768472 0.491338
 0.243446 -0.457097 0.0342414
 0.687185 0.414844 0.449085
 0.846309 0.369342 0.818427
 -0.142003 -0.902281 -0.0838532
 -0.524522 -0.429196 -0.513049
 0.304727 0.890891 0.377842
 0.853267 0.557825 0.935667
 0.855953 -0.0763597 0.859307
 0.63274 -0.184345 0.674962
 0.759148 0.227521 0.902483
 0.57506 -0.162628 0.739855
 -0.154576 -0.692144 0.0477109
 0.968749 1.27642 1.32413
 0.528733 -0.526418 0.797715
 0.858943 0.361004 0.361004
 0.438337 -0.36975 -0.00874606
 0.188269 -0.0821074 -0.0908535
 -0.120701 -0.137488 -0.228341
 -0.232093 -0.116251 -0.344592
 0.864559 1.20982 0.86523
 -0.655202 -1.60501 -0.739777
 -0.579089 0.184028 -0.555749
 -0.839839 -0.386176 -0.941925
 -0.516037 0.391537 -0.550388
 0.554735 0.989098 0.43871
 0.215674 -0.446211 -0.00750047
 0.616199 0.508157 0.500657
 0.255715 -0.445339 0.055318
 0.840205 0.821028 0.876346
 -0.501511 -1.4085 -0.532152
 0.525559 1.25187 0.719716
 0.726432 0.0300037 0.74972
 0.4138 -0.155126 0.594594
 -0.92584 -1.45532 -0.860724
 -0.852901 0.256867 -0.603857
 0.100925 0.791181 0.187324
 0.716849 0.619619 0.806943
 0.451949 -0.385826 0.421117
 -0.546007 -0.927196 -0.506079
 -0.0427564 0.44059 -0.0654887
 0.52385 0.562089 0.4966
 -0.21836 -0.714651 -0.218051
 0.575976 0.90281 0.684759
 -0.831172 -1.48654 -0.801778
 -0.573473 0.285381 -0.516397
 0.652516 1.06686 0.550462
 -0.347819 -0.973573 -0.423112
 -0.403851 -0.0248666 -0.447978
 -0.991394 -0.604723 -1.0527
 -0.181738 0.901754 -0.150947
 0.907041 0.86902 0.718073
 0.110263 -0.780651 -0.0625789
 -0.975158 -0.962771 -1.02535
 -0.089816 0.756772 -0.268578
 -0.239723 -0.164203 -0.43278
 -0.488754 -0.105424 -0.538204
 0.896481 1.25395 0.71575
 0.200842 -0.667212 0.0485378
 0.785699 0.637325 0.685863
 -0.0967132 -0.878658 -0.192795
 -0.16483 0.0736999 -0.119095
 -0.51854 -0.432508 -0.551603
 -0.670949 -0.170454 -0.722057
 -0.910459 -0.290259 -1.01232
 -0.0908536 0.924962 -0.0873541
 0.115085 -0.0555946 -0.142949
 -0.400311 -0.415706 -0.558655
 -0.451155 -0.0865367 -0.645191
 -0.63744 -0.178958 -0.824149
 -0.672658 -0.0171638 -0.841313
 -0.953856 -0.436995 -1.27831
 0.557115 1.48317 0.204861
 0.501389 -0.114534 0.0903268
 0.798944 0.330481 0.420807
 -0.169286 -0.909779 -0.488971
 -0.984252 -0.7134 -1.20237
 -0.541673 0.589013 -0.613358
 0.620777 1.04321 0.429856
 -0.787225 -1.44049 -1.01064
 -0.450545 0.425179 -0.585459
 0.149388 0.380161 -0.205298
 0.6751 0.65084 0.445542
 -0.343974 -0.995639 -0.550098
 -0.563768 -0.141041 -0.691139
 -0.266396 0.33544 -0.355699
 -0.495224 -0.234117 -0.589816
 0.470199 0.937093 0.347277
 0.931883 0.446681 0.793958
 -0.109775 -1.01061 -0.216653
 -0.266274 -0.183977 -0.40063
 -0.199866 0.146812 -0.253818
 0.551256 0.868822 0.615004
 -0.77636 -1.54116 -0.92616
 0.100192 1.07506 0.1489
 0.776238 0.509131 0.658031
 -0.130467 -0.881457 -0.223426
 -0.889157 -0.716885 -0.940311
 -0.834223 0.0967625 -0.843549
 0.636097 1.40006 0.556515
 -0.594592 -1.34345 -0.786937
 0.30192 0.971998 0.185061
 0.763421 0.339976 0.525037
 0.632191 -0.0708604 0.454176
 0.148228 -0.476154 -0.0219778
 0.587268 0.649705 0.627727
 0.245094 -0.444964 0.182763
 -0.462874 -0.602573 -0.41981
 0.292947 0.866384 0.446574
 0.843928 0.374446 0.82102
 -0.405866 -1.13792 -0.316903
 0.558824 1.05507 0.738168
 -0.255837 -0.941057 -0.202889
 -0.226905 0.194397 -0.00849215
 0.461837 0.484797 0.476305
 0.478439 0.0287407 0.0287407
 -0.0475784 -0.482672 -0.453932
 0.64153 0.909101 0.455169
 -0.806513 -1.58533 -1.13016
 0.823542 1.83419 0.70403
 -0.355266 -1.13077 -0.426741
 0.339274 0.804982 0.378241
 0.904843 0.309937 0.688178
 -0.111423 -0.790017 -0.101838
 0.012421 0.1258 0.0239615
 0.066805 -0.0120011 0.0119604
 0.671499 0.649053 0.661013
