 -5.50431 2.54387 0.728575 -0.0663552 -0.0835077
 -0.181218 -5.50431 -1.02703 0.728575 -0.0663552
 -0.251876 -0.181218 -0.915262 -1.02703 0.728575
 1.71705 -0.251876 -0.931766 -0.915262 -1.02703
 1.21059 1.71705 -0.0829291 -0.931766 -0.915262
 2.16203 1.21059 0.207916 -0.0829291 -0.931766
 -5.09702 2.16203 1.04485 0.207916 -0.0829291
 0.426142 -5.09702 -0.773199 1.04485 0.207916
 -1.80895 0.426142 -0.394707 -0.773199 1.04485
 3.86387 -1.80895 -0.94499 -0.394707 -0.773199
 -1.96651 3.86387 0.301281 -0.94499 -0.394707
 -1.93042 -1.96651 -0.262927 0.301281 -0.94499
 -0.194536 -1.93042 -0.685519 -0.262927 0.301281
 3.72093 -0.194536 -0.572897 -0.685519 -0.262927
 1.30102 3.72093 0.607227 -0.572897 -0.685519
 0.355479 1.30102 0.82459 0.607227 -0.572897
 -1.59347 0.355479 0.873288 0.82459 0.607227
 -1.47318 -1.59347 0.272347 0.873288 0.82459
 2.47414 -1.47318 -0.396175 0.272347 0.873288
 -0.904658 2.47414 0.348872 -0.396175 0.272347
 2.75107 -0.904658 0.0899976 0.348872 -0.396175
 -1.39997 2.75107 0.932357 0.0899976 0.348872
 -1.70875 -1.39997 0.35788 0.932357 0.0899976
 1.45587 -1.70875 -0.279842 0.35788 0.932357
 -4.10714 1.45587 0.237894 -0.279842 0.35788
 0.83638 -4.10714 -1.05744 0.237894 -0.279842
 -0.846153 0.83638 -0.585935 -1.05744 0.237894
 4.2172 -0.846153 -0.855702 -0.585935 -1.05744
 -0.707195 4.2172 0.698881 -0.855702 -0.585935
 -1.68734 -0.707195 0.461117 0.698881 -0.855702
 -2.39978 -1.68734 -0.0727349 0.461117 0.698881
 5.3648 -2.39978 -0.903955 -0.0727349 0.461117
 -4.54842 5.3648 0.941514 -0.903955 -0.0727349
 1.28162 -4.54842 -0.588423 0.941514 -0.903955
 0.703916 1.28162 -0.0203933 -0.588423 0.941514
 1.11472 0.703916 0.14997 -0.0203933 -0.588423
 1.42914 1.11472 0.352101 0.14997 -0.0203933
 0.151189 1.42914 0.868129 0.352101 0.14997
 0.419099 0.151189 0.754143 0.868129 0.352101
 0.286947 0.419099 0.680666 0.754143 0.868129
 -4.06565 0.286947 0.536079 0.680666 0.754143
 5.10484 -4.06565 -0.802641 0.536079 0.680666
 -5.30994 5.10484 0.93437 -0.802641 0.536079
 0.353445 -5.30994 -0.977622 0.93437 -0.802641
 -0.249697 0.353445 -0.632986 -0.977622 0.93437
 0.341729 -0.249697 -0.679407 -0.632986 -0.977622
 1.09983 0.341729 -0.280833 -0.679407 -0.632986
 0.97882 1.09983 0.147242 -0.280833 -0.679407
 -4.6584 0.97882 0.47472 0.147242 -0.280833
 3.83691 -4.6584 -1.03871 0.47472 0.147242
 -1.90053 3.83691 0.35783 -1.03871 0.47472
 2.864 -1.90053 -0.289763 0.35783 -1.03871
 -2.66143 2.864 0.579304 -0.289763 0.35783
 0.770409 -2.66143 -0.30932 0.579304 -0.289763
 -0.694951 0.770409 0.0843558 -0.30932 0.579304
 2.92403 -0.694951 -0.31012 0.0843558 -0.30932
 1.1836 2.92403 0.627222 -0.31012 0.0843558
 -1.94157 1.1836 1.00484 0.627222 -0.31012
 -2.3241 -1.94157 0.14655 1.00484 0.627222
 -0.889021 -2.3241 -0.487634 0.14655 1.00484
