nominal;data;curs;rub;
100;11.11.21;83.3402;0.833402;568
100;12.11.21;83.9317;0.839317;567
100;13.11.21;84.6566;0.846566;566
100;16.11.21;85.2170;0.85217;565
100;17.11.21;85.5422;0.855422;564
100;18.11.21;85.8580;0.85858;563
100;19.11.21;85.5993;0.855993;562
100;20.11.21;85.7764;0.857764;561
100;23.11.21;86.6085;0.866085;560
100;24.11.21;88.2302;0.882302;559
100;25.11.21;87.6754;0.876754;558
100;26.11.21;87.9440;0.87944;557
100;27.11.21;89.1074;0.891074;556
100;30.11.21;88.4200;0.8842;555
100;01.12.21;88.2884;0.882884;554
100;02.12.21;87.2177;0.872177;553
100;03.12.21;87.3145;0.873145;552
100;04.12.21;86.9433;0.869433;551
100;07.12.21;86.8520;0.86852;550
100;08.12.21;87.4071;0.874071;549
100;09.12.21;87.0568;0.870568;548
100;10.12.21;86.7652;0.867652;547
100;11.12.21;86.8476;0.868476;546
100;14.12.21;86.5582;0.865582;545
100;15.12.21;86.6121;0.866121;544
100;16.12.21;87.0634;0.870634;543
100;17.12.21;86.7373;0.867373;542
100;18.12.21;86.9322;0.869322;541
100;21.12.21;87.5842;0.875842;540
100;22.12.21;87.0262;0.870262;539
100;23.12.21;86.9931;0.869931;538
100;24.12.21;86.4816;0.864816;537
100;25.12.21;86.2885;0.862885;536
100;28.12.21;86.3407;0.863407;535
100;29.12.21;86.6419;0.866419;534
100;30.12.21;86.8252;0.868252;533
100;31.12.21;87.5906;0.875906;532
100;11.01.22;88.5701;0.885701;531
100;12.01.22;88.2211;0.882211;530
100;13.01.22;87.8703;0.878703;529
100;14.01.22;87.9191;0.879191;528
100;15.01.22;89.3193;0.893193;527
100;18.01.22;89.6625;0.896625;526
100;19.01.22;90.0097;0.900097;525
100;20.01.22;90.6315;0.906315;524
100;21.01.22;90.1160;0.90116;523
100;22.01.22;90.4270;0.90427;522
100;25.01.22;91.2069;0.912069;521
100;26.01.22;92.7155;0.927155;520
100;27.01.22;93.0709;0.930709;519
100;28.01.22;93.0749;0.930749;518
100;29.01.22;91.7386;0.917386;517
100;01.02.22;91.3279;0.913279;516
100;02.02.22;90.9290;0.90929;515
100;03.02.22;90.1694;0.901694;514
100;04.02.22;90.3672;0.903672;513
100;05.02.22;89.6774;0.896774;512
100;08.02.22;89.2174;0.892174;511
100;09.02.22;88.7745;0.887745;510
100;10.02.22;88.1899;0.881899;509
100;11.02.22;88.0898;0.880898;508
100;12.02.22;88.3994;0.883994;507
100;15.02.22;90.2896;0.902896;506
100;16.02.22;89.7958;0.897958;505
100;17.02.22;88.4373;0.884373;504
100;18.02.22;89.3039;0.893039;503
100;19.02.22;89.3132;0.893132;502
100;22.02.22;90.4982;0.904982;501
100;23.02.22;94.8038;0.948038;500
10;25.02.22;10.2478;1.02478;499
100;26.02.22;98.4926;0.984926;498
10;01.03.22;11.0069;1.10069;497
10;02.03.22;10.7936;1.07936;496
10;03.03.22;10.8736;1.08736;495
10;04.03.22;11.6802;1.16802;494
10;05.03.22;10.9465;1.09465;493
10;06.03.22;10.8333;1.08333;492
10;10.03.22;11.8824;1.18824;491
10;11.03.22;12.3281;1.23281;490
10;12.03.22;11.9527;1.19527;489
10;15.03.22;11.0309;1.10309;488
10;16.03.22;10.8235;1.08235;487
10;17.03.22;10.3915;1.03915;486
10;18.03.22;10.0406;1.00406;485
10;19.03.22;10.0979;1.00979;484
10;22.03.22;10.1687;1.01687;483
10;23.03.22;10.2599;1.02599;482
10;24.03.22;10.1916;1.01916;481
100;25.03.22;97.1747;0.971747;480
100;26.03.22;96.5109;0.965109;479
100;29.03.22;95.0403;0.950403;478
100;30.03.22;90.3741;0.903741;477
100;31.03.22;88.0706;0.880706;476
100;01.04.22;87.3632;0.873632;475
100;02.04.22;97.0099;0.970099;474
100;05.04.22;97.4658;0.974658;473
100;06.04.22;97.2602;0.972602;472
100;07.04.22;90.8094;0.908094;471
100;08.04.22;83.8373;0.838373;470
100;09.04.22;80.7754;0.807754;469
100;12.04.22;91.8935;0.918935;468
100;13.04.22;92.5685;0.925685;467
100;14.04.22;95.6224;0.956224;466
100;15.04.22;99.8255;0.998255;465
100;16.04.22;98.3350;0.98335;464
100;19.04.22;98.7637;0.987637;463
100;20.04.22;97.5491;0.975491;462
100;21.04.22;93.3663;0.933663;461
100;22.04.22;93.3240;0.93324;460
100;23.04.22;90.8983;0.908983;459
100;26.04.22;88.2912;0.882912;458
100;27.04.22;86.3552;0.863552;457
100;28.04.22;86.6234;0.866234;456
100;29.04.22;87.4491;0.874491;455
100;30.04.22;86.5073;0.865073;454
100;05.05.22;84.6537;0.846537;453
100;06.05.22;80.7778;0.807778;452
100;07.05.22;82.1760;0.82176;451
100;12.05.22;83.2817;0.832817;450
100;13.05.22;79.5795;0.795795;449
100;14.05.22;76.8094;0.768094;448
100;17.05.22;77.0114;0.770114;447
100;18.05.22;77.2269;0.772269;446
100;19.05.22;79.1807;0.791807;445
100;20.05.22;77.9942;0.779942;444
100;21.05.22;73.7279;0.737279;443
100;24.05.22;73.2185;0.732185;442
100;25.05.22;71.6591;0.716591;441
100;26.05.22;70.8171;0.708171;440
100;27.05.22;78.0497;0.780497;439
100;28.05.22;82.2086;0.822086;438
100;31.05.22;76.4188;0.764188;437
100;01.06.22;75.5820;0.75582;436
100;02.06.22;77.2785;0.772785;435
100;03.06.22;77.4528;0.774528;434
100;04.06.22;77.9445;0.779445;433
100;07.06.22;76.8672;0.768672;432
100;08.06.22;76.6748;0.766748;431
100;09.06.22;75.7498;0.757498;430
100;10.06.22;73.4370;0.73437;429
100;11.06.22;72.6755;0.726755;428
100;15.06.22;71.8137;0.718137;427
100;16.06.22;71.2726;0.712726;426
100;17.06.22;71.5326;0.715326;425
100;18.06.22;71.3325;0.713325;424
100;21.06.22;70.6575;0.706575;423
100;22.06.22;68.8109;0.688109;422
100;23.06.22;67.0174;0.670174;421
100;24.06.22;67.1131;0.671131;420
100;25.06.22;67.0723;0.670723;419
100;28.06.22;67.1244;0.671244;418
100;29.06.22;66.6288;0.666288;417
100;30.06.22;64.3497;0.643497;416
100;01.07.22;66.0532;0.660532;415
100;02.07.22;67.6322;0.676322;414
100;05.07.22;69.2903;0.692903;413
100;06.07.22;73.5997;0.735997;412
100;07.07.22;79.1333;0.791333;411
100;08.07.22;76.6527;0.766527;410
100;09.07.22;74.1317;0.741317;409
100;12.07.22;74.1778;0.741778;408
100;13.07.22;71.7983;0.717983;407
100;14.07.22;72.2874;0.722874;406
100;15.07.22;71.8333;0.718333;405
100;16.07.22;71.4249;0.714249;404
100;19.07.22;70.6304;0.706304;403
100;20.07.22;69.6319;0.696319;402
100;21.07.22;68.9678;0.689678;401
100;22.07.22;70.8817;0.708817;400
100;23.07.22;71.9561;0.719561;399
100;26.07.22;71.8489;0.718489;398
100;27.07.22;72.4558;0.724558;397
100;28.07.22;73.1103;0.731103;396
100;29.07.22;72.4723;0.724723;395
100;30.07.22;73.7131;0.737131;394
100;02.08.22;74.7737;0.747737;393
100;03.08.22;72.3601;0.723601;392
100;04.08.22;72.4551;0.724551;391
100;05.08.22;72.5843;0.725843;390
100;06.08.22;72.7382;0.727382;389
100;09.08.22;72.6704;0.726704;388
100;10.08.22;72.8987;0.728987;387
100;11.08.22;73.5182;0.735182;386
100;12.08.22;73.6972;0.736972;385
100;13.08.22;74.2635;0.742635;384
100;16.08.22;74.5065;0.745065;383
100;17.08.22;75.6382;0.756382;382
100;18.08.22;75.0237;0.750237;381
100;19.08.22;73.8375;0.738375;380
100;20.08.22;73.0206;0.730206;379
100;23.08.22;73.9838;0.739838;378
100;24.08.22;74.5638;0.745638;377
100;25.08.22;74.7222;0.747222;376
100;26.08.22;74.3582;0.743582;375
100;27.08.22;74.4789;0.744789;374
100;30.08.22;74.8000;0.748;373
100;31.08.22;74.8060;0.74806;372
100;01.09.22;74.6460;0.74646;371
100;02.09.22;74.5669;0.745669;370
100;03.09.22;74.6274;0.746274;369
100;06.09.22;75.2168;0.752168;368
100;07.09.22;75.0813;0.750813;367
100;08.09.22;75.2203;0.752203;366
100;09.09.22;74.2492;0.742492;365
100;10.09.22;73.6774;0.736774;364
100;13.09.22;73.7449;0.737449;363
100;14.09.22;73.3621;0.733621;362
100;15.09.22;73.1350;0.73135;361
100;16.09.22;73.6201;0.736201;360
100;17.09.22;74.0662;0.740662;359
100;20.09.22;74.2342;0.742342;358
100;21.09.22;73.9732;0.739732;357
100;22.09.22;74.9668;0.749668;356
100;23.09.22;73.3794;0.733794;355
100;24.09.22;71.2317;0.712317;354
100;27.09.22;71.1866;0.711866;353
100;28.09.22;72.2618;0.722618;352
100;29.09.22;72.8177;0.728177;351
100;30.09.22;71.6025;0.716025;350
100;01.10.22;68.9707;0.689707;349
100;04.10.22;71.7998;0.717998;348
100;05.10.22;73.2498;0.732498;347
100;06.10.22;73.9507;0.739507;346
100;07.10.22;74.8699;0.748699;345
100;08.10.22;75.3203;0.753203;344
100;11.10.22;76.5584;0.765584;343
100;12.10.22;77.3337;0.773337;342
100;13.10.22;76.5033;0.765033;341
100;14.10.22;75.9606;0.759606;340
100;15.10.22;75.4467;0.754467;339
100;18.10.22;74.6677;0.746677;338
100;19.10.22;75.1188;0.751188;337
100;20.10.22;74.8737;0.748737;336
100;21.10.22;74.6746;0.746746;335
100;22.10.22;74.0749;0.740749;334
100;25.10.22;74.0195;0.740195;333
100;26.10.22;74.2023;0.742023;332
100;27.10.22;74.2604;0.742604;331
100;28.10.22;73.9878;0.739878;330
100;29.10.22;73.9168;0.739168;329
100;01.11.22;73.7960;0.73796;328
100;02.11.22;73.5697;0.735697;327
100;03.11.22;73.7825;0.737825;326
100;04.11.22;74.1615;0.741615;325
100;08.11.22;72.9025;0.729025;324
100;09.11.22;72.5938;0.725938;323
100;10.11.22;72.5619;0.725619;322
100;11.11.22;72.7207;0.727207;321
100;12.11.22;71.4323;0.714323;320
100;15.11.22;71.5774;0.715774;319
100;16.11.22;71.4755;0.714755;318
100;17.11.22;71.4845;0.714845;317
100;18.11.22;71.5091;0.715091;316
100;19.11.22;71.4966;0.714966;315
100;22.11.22;71.9533;0.719533;314
100;23.11.22;71.8413;0.718413;313
100;24.11.22;71.6600;0.7166;312
100;25.11.22;71.5190;0.71519;311
100;26.11.22;71.6160;0.71616;310
100;29.11.22;71.9518;0.719518;309
100;30.11.22;72.3221;0.723221;308
100;01.12.22;72.0919;0.720919;307
100;02.12.22;72.4072;0.724072;306
100;03.12.22;73.1497;0.731497;305
100;06.12.22;73.6352;0.736352;304
100;07.12.22;74.0857;0.740857;303
100;08.12.22;74.0873;0.740873;302
100;09.12.22;73.6585;0.736585;301
100;10.12.22;73.4330;0.73433;300
100;13.12.22;73.8875;0.738875;299
100;14.12.22;74.4108;0.744108;298
100;15.12.22;74.5839;0.745839;297
100;16.12.22;75.6933;0.756933;296
100;17.12.22;76.0539;0.760539;295
100;20.12.22;78.1017;0.781017;294
100;21.12.22;80.5459;0.805459;293
100;22.12.22;82.3129;0.823129;292
100;23.12.22;84.1860;0.84186;291
100;24.12.22;80.1541;0.801541;290
100;27.12.22;79.8888;0.798888;289
100;28.12.22;81.6230;0.81623;288
100;29.12.22;83.2471;0.832471;287
100;30.12.22;84.0077;0.840077;286
100;31.12.22;82.0933;0.820933;285
100;10.01.23;82.0497;0.820497;284
100;11.01.23;81.2435;0.812435;283
100;12.01.23;80.5558;0.805558;282
100;13.01.23;79.1054;0.791054;281
100;14.01.23;78.8683;0.788683;280
100;17.01.23;79.7026;0.797026;279
100;18.01.23;80.1405;0.801405;278
100;19.01.23;80.3838;0.803838;277
100;20.01.23;80.1579;0.801579;276
100;21.01.23;79.7696;0.797696;275
100;24.01.23;79.6721;0.796721;274
100;25.01.23;79.8988;0.798988;273
100;26.01.23;80.0985;0.800985;272
100;27.01.23;80.2651;0.802651;271
100;28.01.23;80.4843;0.804843;270
100;31.01.23;80.7808;0.807808;269
100;01.02.23;81.8542;0.818542;268
100;02.02.23;81.3949;0.813949;267
100;03.02.23;81.2351;0.812351;266
100;04.02.23;81.6054;0.816054;265
100;07.02.23;81.8540;0.81854;264
100;08.02.23;81.7075;0.817075;263
100;09.02.23;82.4897;0.824897;262
100;10.02.23;84.0093;0.840093;261
100;11.02.23;83.8953;0.838953;260
100;14.02.23;84.8573;0.848573;259
100;15.02.23;84.9318;0.849318;258
100;16.02.23;85.3256;0.853256;257
100;17.02.23;85.5226;0.855226;256
100;18.02.23;85.5168;0.855168;255
100;21.02.23;84.6982;0.846982;254
100;22.02.23;85.6340;0.85634;253
100;23.02.23;85.4595;0.854595;252
100;28.02.23;86.2902;0.862902;251
100;01.03.23;85.6706;0.856706;250
100;02.03.23;86.0841;0.860841;249
100;03.03.23;86.3347;0.863347;248
100;04.03.23;86.3180;0.86318;247
100;07.03.23;86.3336;0.863336;246
100;08.03.23;86.3163;0.863163;245
100;10.03.23;86.8254;0.868254;244
100;11.03.23;86.8687;0.868687;243
100;14.03.23;86.3199;0.863199;242
100;15.03.23;86.0133;0.860133;241
100;16.03.23;86.6480;0.86648;240
100;17.03.23;87.4051;0.874051;239
100;18.03.23;87.6280;0.87628;238
100;21.03.23;88.3576;0.883576;237
100;22.03.23;87.8944;0.878944;236
100;23.03.23;88.0303;0.880303;235
100;24.03.23;87.2880;0.87288;234
100;25.03.23;87.4490;0.87449;233
100;28.03.23;87.5843;0.875843;232
100;29.03.23;87.6160;0.87616;231
100;30.03.23;88.0555;0.880555;230
100;31.03.23;88.1792;0.881792;229
100;01.04.23;88.4504;0.884504;228
100;04.04.23;89.1684;0.891684;227
100;05.04.23;90.7759;0.907759;226
100;06.04.23;90.9358;0.909358;225
100;07.04.23;92.2801;0.922801;224
100;08.04.23;94.2562;0.942562;223
100;11.04.23;93.5073;0.935073;222
100;12.04.23;94.0058;0.940058;221
100;13.04.23;93.9069;0.939069;220
100;14.04.23;93.3291;0.933291;219
100;15.04.23;93.1267;0.931267;218
100;18.04.23;93.2698;0.932698;217
100;19.04.23;93.2458;0.932458;216
100;20.04.23;93.2986;0.932986;215
100;21.04.23;93.2573;0.932573;214
100;22.04.23;93.1059;0.931059;213
100;25.04.23;92.8639;0.928639;212
100;26.04.23;93.1786;0.931786;211
100;27.04.23;93.2671;0.932671;210
100;28.04.23;93.1902;0.931902;209
100;29.04.23;91.9896;0.919896;208
100;03.05.23;91.3630;0.91363;207
100;04.05.23;90.6160;0.90616;206
100;05.05.23;90.0441;0.900441;205
100;06.05.23;87.9902;0.879902;204
100;11.05.23;87.8498;0.878498;203
100;12.05.23;86.9198;0.869198;202
100;13.05.23;88.4354;0.884354;201
100;16.05.23;90.5508;0.905508;200
100;17.05.23;91.4246;0.914246;199
100;18.05.23;92.2829;0.922829;198
100;19.05.23;91.4510;0.91451;197
100;20.05.23;91.3040;0.91304;196
100;23.05.23;91.3367;0.913367;195
100;24.05.23;91.5979;0.915979;194
100;25.05.23;91.3699;0.913699;193
100;26.05.23;91.3165;0.913165;192
100;27.05.23;91.2966;0.912966;191
100;30.05.23;91.3980;0.91398;190
100;31.05.23;92.1192;0.921192;189
100;01.06.23;92.4697;0.924697;188
100;02.06.23;92.4405;0.924405;187
100;03.06.23;92.3343;0.923343;186
100;06.06.23;92.9713;0.929713;185
100;07.06.23;92.9621;0.929621;184
100;08.06.23;93.2176;0.932176;183
100;09.06.23;93.8099;0.938099;182
100;10.06.23;94.3618;0.943618;181
100;14.06.23;95.4909;0.954909;180
100;15.06.23;96.2723;0.962723;179
100;16.06.23;95.8569;0.958569;178
100;17.06.23;95.5015;0.955015;177
100;20.06.23;96.0106;0.960106;176
100;21.06.23;96.4422;0.964422;175
100;22.06.23;96.4979;0.964979;174
100;23.06.23;95.7706;0.957706;173
100;24.06.23;96.3125;0.963125;172
100;27.06.23;96.9551;0.969551;171
100;28.06.23;97.4120;0.97412;170
100;29.06.23;98.0635;0.980635;169
100;30.06.23;99.7792;0.997792;168
10;01.07.23;10.1357;1.01357;167
10;04.07.23;10.2308;1.02308;166
10;05.07.23;10.2419;1.02419;165
10;06.07.23;10.3158;1.03158;164
10;07.07.23;10.5685;1.05685;163
10;08.07.23;10.4500;1.045;162
10;11.07.23;10.4280;1.0428;161
10;12.07.23;10.3151;1.03151;160
10;13.07.23;10.3142;1.03142;159
10;14.07.23;10.2624;1.02624;158
10;15.07.23;10.2559;1.02559;157
10;18.07.23;10.2905;1.02905;156
10;19.07.23;10.3210;1.0321;155
10;20.07.23;10.3795;1.03795;154
10;21.07.23;10.3396;1.03396;153
10;22.07.23;10.2862;1.02862;152
10;25.07.23;10.2992;1.02992;151
10;26.07.23;10.2552;1.02552;150
10;27.07.23;10.2739;1.02739;149
10;28.07.23;10.2765;1.02765;148
10;29.07.23;10.3810;1.0381;147
10;01.08.23;10.4430;1.0443;146
10;02.08.23;10.4549;1.04549;145
10;03.08.23;10.5793;1.05793;144
10;04.08.23;10.6846;1.06846;143
10;05.08.23;10.7940;1.0794;142
10;08.08.23;10.9897;1.09897;141
10;09.08.23;10.9338;1.09338;140
10;10.08.23;11.0845;1.10845;139
10;11.08.23;11.0708;1.10708;138
10;12.08.23;11.1573;1.11573;137
10;15.08.23;11.4467;1.14467;136
10;16.08.23;11.0368;1.10368;135
10;17.08.23;10.9555;1.09555;134
10;18.08.23;10.6204;1.06204;133
10;19.08.23;10.5817;1.05817;132
10;22.08.23;10.6653;1.06653;131
10;23.08.23;10.6771;1.06771;130
10;24.08.23;10.7112;1.07112;129
10;25.08.23;10.6997;1.06997;128
10;26.08.23;10.7359;1.07359;127
10;29.08.23;10.8185;1.08185;126
10;30.08.23;10.8453;1.08453;125
10;31.08.23;10.8696;1.08696;124
10;01.09.23;10.9156;1.09156;123
10;02.09.23;10.9158;1.09158;122
10;05.09.23;10.9479;1.09479;121
10;06.09.23;11.0500;1.105;120
10;07.09.23;11.0846;1.10846;119
10;08.09.23;11.1104;1.11104;118
10;09.09.23;11.0801;1.10801;117
10;12.09.23;10.9185;1.09185;116
10;13.09.23;10.7143;1.07143;115
10;14.09.23;10.8586;1.08586;114
10;15.09.23;10.8444;1.08444;113
10;16.09.23;10.8932;1.08932;112
10;19.09.23;10.8947;1.08947;111
10;20.09.23;10.8470;1.0847;110
10;21.09.23;10.8914;1.08914;109
10;22.09.23;10.8304;1.08304;108
10;23.09.23;10.8265;1.08265;107
10;26.09.23;10.8382;1.08382;106
10;27.09.23;10.8486;1.08486;105
10;28.09.23;10.8781;1.08781;104
10;29.09.23;10.9347;1.09347;103
10;30.09.23;10.9813;1.09813;102
10;03.10.23;11.1012;1.11012;101
10;04.10.23;11.1901;1.11901;100
10;05.10.23;11.2113;1.12113;99
10;06.10.23;11.2362;1.12362;98
10;07.10.23;11.3013;1.13013;97
10;10.10.23;11.3990;1.1399;96
10;11.10.23;11.2387;1.12387;95
10;12.10.23;11.2439;1.12439;94
10;13.10.23;10.8775;1.08775;93
10;14.10.23;10.9126;1.09126;92
10;17.10.23;10.9088;1.09088;91
10;18.10.23;10.8985;1.08985;90
10;19.10.23;10.9015;1.09015;89
10;20.10.23;10.8942;1.08942;88
10;21.10.23;10.7373;1.07373;87
10;24.10.23;10.6032;1.06032;86
10;25.10.23;10.4705;1.04705;85
10;26.10.23;10.4289;1.04289;84
10;27.10.23;10.4749;1.04749;83
10;28.10.23;10.4363;1.04363;82
10;31.10.23;10.4393;1.04393;81
10;01.11.23;10.3027;1.03027;80
10;02.11.23;10.4434;1.04434;79
10;03.11.23;10.4314;1.04314;78
10;04.11.23;10.4159;1.04159;77
10;08.11.23;10.3465;1.03465;76
10;09.11.23;10.3221;1.03221;75
10;10.11.23;10.2918;1.02918;74
10;11.11.23;10.3060;1.0306;73
10;14.11.23;10.3133;1.03133;72
10;15.11.23;10.2169;1.02169;71
10;16.11.23;10.0165;1.00165;70
100;17.11.23;99.6347;0.996347;69
100;18.11.23;99.9976;0.999976;68
100;21.11.23;99.3016;0.993016;67
100;22.11.23;98.7194;0.987194;66
100;23.11.23;99.1378;0.991378;65
100;24.11.23;99.2152;0.992152;64
10;25.11.23;10.0210;1.0021;63
100;28.11.23;99.8362;0.998362;62
100;29.11.23;99.6525;0.996525;61
100;30.11.23;99.8280;0.99828;60
100;01.12.23;99.3468;0.993468;59
10;02.12.23;10.0646;1.00646;58
10;05.12.23;10.1537;1.01537;57
10;06.12.23;10.2539;1.02539;56
10;07.12.23;10.3877;1.03877;55
10;08.12.23;10.3633;1.03633;54
10;09.12.23;10.2598;1.02598;53
10;12.12.23;10.1864;1.01864;52
10;13.12.23;10.1003;1.01003;51
10;14.12.23;10.0776;1.00776;50
10;15.12.23;10.0668;1.00668;49
10;16.12.23;10.0745;1.00745;48
10;19.12.23;10.1534;1.01534;47
10;20.12.23;10.1202;1.01202;46
10;21.12.23;10.1733;1.01733;45
10;22.12.23;10.3174;1.03174;44
10;23.12.23;10.3042;1.03042;43
10;26.12.23;10.3146;1.03146;42
10;27.12.23;10.3034;1.03034;41
10;28.12.23;10.3006;1.03006;40
10;29.12.23;10.1394;1.01394;39
10;30.12.23;10.0677;1.00677;38
10;10.01.24;10.1257;1.01257;37
10;11.01.24;10.0086;1.00086;36
100;12.01.24;99.3974;0.993974;35
100;13.01.24;98.6704;0.986704;34
100;16.01.24;98.1608;0.981608;33
100;17.01.24;98.1295;0.981295;32
100;18.01.24;98.9479;0.989479;31
100;19.01.24;99.2821;0.992821;30
100;20.01.24;99.1850;0.99185;29
100;23.01.24;98.5052;0.985052;28
100;24.01.24;98.4649;0.984649;27
100;25.01.24;98.8444;0.988444;26
100;26.01.24;99.2568;0.992568;25
10;27.01.24;10.0219;1.00219;24
10;30.01.24;10.0324;1.00324;23
100;31.01.24;99.9650;0.99965;22
10;01.02.24;10.0389;1.00389;21
10;02.02.24;10.1019;1.01019;20
10;03.02.24;10.1503;1.01503;19
10;06.02.24;10.2028;1.02028;18
10;07.02.24;10.1402;1.01402;17
10;08.02.24;10.1925;1.01925;16
10;09.02.24;10.2042;1.02042;15
10;10.02.24;10.1633;1.01633;14
10;13.02.24;10.1840;1.0184;13
10;14.02.24;10.1986;1.01986;12
10;15.02.24;10.2238;1.02238;11
10;16.02.24;10.2677;1.02677;10
10;17.02.24;10.3488;1.03488;9
10;20.02.24;10.3332;1.03332;8
10;21.02.24;10.3264;1.03264;7
10;22.02.24;10.3364;1.03364;6
10;23.02.24;10.3715;1.03715;5
10;27.02.24;10.3581;1.03581;4
10;28.02.24;10.2921;1.02921;3
10;29.02.24;10.2727;1.02727;2
10;01.03.24;10.1590;1.0159;1
