 0.0853697 0.522525 0.28032 -0.0371501 0.518843 0.270579 0.808126 0.766672
 -0.0340814 0.514752 0.266131 -0.0922788 0.914249 0.844367 0.767223 2.39248
 -0.0340814 0.514752 0.266131 -0.0598054 0.682988 0.470049 0.767223 1.33186
 -0.0340814 0.514752 0.266131 -0.0519217 0.346683 0.122885 0.767223 0.348189
 -0.0226141 0.345502 0.119883 -0.0351679 0.284061 0.0819276 0.345608 0.232138
 -0.0161777 0.286205 0.0821751 -0.0222824 0.253947 0.0649855 0.2369 0.184134
 -0.0113015 0.259106 0.0672637 -0.0166959 0.240027 0.0578917 0.193913 0.164034
 -0.00742956 0.246186 0.060663 -0.0127102 0.2304 0.0532459 0.174884 0.15087
 -0.00410349 0.237003 0.0561874 -0.00963048 0.221686 0.0492376 0.161981 0.139513
 -0.00156421 0.228569 0.0522462 -0.00782489 0.21324 0.0455327 0.150619 0.129015
 5.3971e-007 0.220252 0.0485109 -0.00681377 0.204837 0.0420047 0.139851 0.119019
 0.000817811 0.2119 0.0449021 -0.00618678 0.196397 0.0386102 0.129447 0.1094
 0.00114878 0.203476 0.0414039 -0.00575437 0.187912 0.0353439 0.119362 0.100145
 0.00117361 0.194973 0.0380158 -0.00538389 0.179392 0.0322106 0.109595 0.0912672
 0.00102088 0.186401 0.0347465 -0.0049926 0.170869 0.0292213 0.10017 0.0827972
 0.000774806 0.177792 0.0316107 -0.00453823 0.162393 0.0263921 0.0911296 0.0747808
 0.00048717 0.169193 0.0286267 -0.0039992 0.154027 0.0237402 0.082527 0.0672668
 0.000192034 0.160668 0.0258142 -0.00336845 0.145845 0.021282 0.0744189 0.0603016
 -8.73776e-005 0.15229 0.0231922 -0.00264913 0.137927 0.0190308 0.06686 0.0539228
 -0.000334935 0.14414 0.0207766 -0.00185208 0.130352 0.016995 0.0598961 0.0481547
 -0.00053997 0.136302 0.0185785 -0.00099418 0.123193 0.0151776 0.0535594 0.043005
 -0.000696836 0.128851 0.0166032 -9.65079e-005 0.116512 0.013575 0.0478648 0.0384643
 -0.000804475 0.121856 0.0148494 0.000817599 0.110353 0.0121784 0.0428089 0.0345068
 -0.000865786 0.115365 0.0133099 0.00172468 0.104741 0.0109737 0.0383707 0.0310935
 -0.000886566 0.109414 0.0119722 0.00260315 0.0996849 0.00994386 0.0345143 0.0281755
 -0.000874311 0.104015 0.0108199 0.0034348 0.0951721 0.00906952 0.0311924 0.0256981
 -0.000837003 0.0991647 0.00983434 0.00420573 0.0911764 0.00833082 0.0283511 0.023605
 -0.000782195 0.0948422 0.00899566 0.00490665 0.0876601 0.00770837 0.0259333 0.0218413
